voltage mean,voltage std,CC charge time,current mean,current std,CV charge time,capacity
4.095943945,0.056685188,296.76,0.231775338,0.109306217,914.16,1.918
4.095824913,0.056601809,296.82,0.231564206,0.109274246,920.64,1.917
4.095790657,0.056571532,296.76,0.231367151,0.109235472,921.3,1.916
4.095976817,0.056620299,296.82,0.231654111,0.109559495,927.54,1.916
4.095602422,0.056552461,296.76,0.231551951,0.109223583,923.76,1.915
4.095912803,0.056581122,296.82,0.231773526,0.10941224,925.5,1.914
4.095863793,0.05678492,297.84,0.231648783,0.109509457,930.72,1.913
4.095799308,0.056575565,296.82,0.231593275,0.109407003,934.14,1.912
4.095659862,0.056652799,297.06,0.231689011,0.10940585,937.08,1.912
4.095658276,0.056667261,297.84,0.231449013,0.109278237,939,1.91
4.09593391,0.056469987,296.82,0.231710142,0.109289622,944.1,1.909
4.095937586,0.056661972,297.84,0.231671831,0.109497733,950.34,1.908
4.096032069,0.056595486,297.78,0.231649516,0.109340596,956.76,1.907
4.096048966,0.056575626,297.9,0.231467742,0.10933714,957.9,1.906
4.095731724,0.056549329,297.9,0.231480258,0.109291448,959.64,1.905
4.095723024,0.056655659,298.8,0.231375027,0.109234149,965.52,1.903
4.095654296,0.056636461,298.92,0.231446341,0.109311604,971.16,1.902
4.095545361,0.056604593,299.04,0.231830179,0.109396768,979.38,1.9
4.095695533,0.056484581,299.04,0.231567364,0.109161509,984.42,1.899
4.095557192,0.056668178,300.18,0.231581224,0.109489297,992.46,1.897
4.095803082,0.056580318,299.82,0.23168311,0.109489086,1000.8,1.896
4.095653082,0.056520284,299.88,0.231328542,0.10955925,1010.16,1.894
4.095775085,0.056561917,300.84,0.231117904,0.109247533,1012.14,1.892
4.095587415,0.056658102,301.98,0.231233401,0.109370812,1020.72,1.891
4.095746758,0.056502242,301.08,0.231371227,0.109381663,1023.36,1.89
4.095877551,0.056526935,301.8,0.2314905,0.109419398,1029.96,1.888
4.095651701,0.056454833,301.8,0.231549357,0.109508492,1041.06,1.886
4.095530169,0.056561234,302.76,0.231727434,0.109605909,1047.3,1.884
4.095677365,0.056748003,304.02,0.231211381,0.109636069,1058.58,1.883
4.095801351,0.056741539,303.96,0.231575411,0.109815396,1063.74,1.881
4.09545,0.056588549,303.9,0.231366506,0.109458129,1066.8,1.88
4.095547973,0.056628113,304.2,0.23153933,0.109729619,1075.86,1.878
4.095685473,0.056518208,304.02,0.231579008,0.109618947,1079.46,1.877
4.095577441,0.05663784,305.04,0.231194948,0.109557743,1080.18,1.876
4.09543165,0.056545627,304.92,0.231607014,0.109794087,1086.42,1.874
4.09574094,0.056703788,306.12,0.231532045,0.109793274,1092.54,1.874
4.095647315,0.056681322,306.18,0.231253063,0.109353727,1092.48,1.873
4.095361074,0.056744961,306.42,0.231580019,0.109659249,1097.88,1.872
4.095692953,0.056705465,306.18,0.231533459,0.109650655,1095.9,1.871
4.095496644,0.056732953,306.24,0.231552908,0.10962551,1098,1.87
4.095386913,0.0566432,306.24,0.231397209,0.109688341,1107.12,1.869
4.095567677,0.056611186,305.22,0.231456379,0.109620769,1097.58,1.869
4.095792593,0.056593397,305.22,0.231387933,0.109512618,1100.76,1.866
4.095611745,0.056591819,306.12,0.231541427,0.109526375,1112.22,1.865
4.095726421,0.056712115,307.08,0.231633272,0.10967521,1117.14,1.863
4.095391,0.05680937,308.04,0.231464954,0.109638221,1122.6,1.862
4.095526333,0.056816336,308.04,0.231003839,0.109589834,1126.74,1.861
4.095357525,0.056602791,307.08,0.231015905,0.109491043,1127.1,1.86
4.095487625,0.056564243,307.14,0.231151137,0.109676641,1131.72,1.859
4.095260535,0.056528964,307.26,0.231211797,0.109583997,1137,1.857
4.095613378,0.056524371,307.14,0.230953944,0.109617779,1136.1,1.857
4.095589667,0.056878673,307.74,0.230400911,0.109331571,1130.94,1.857
4.095608361,0.05671196,307.2,0.230785688,0.109570572,1137.06,1.855
4.095540268,0.056430351,306.18,0.230961343,0.109716802,1134.9,1.854
4.095765,0.056761395,308.34,0.230776888,0.109540971,1145.04,1.852
4.094898,0.056661354,308.16,0.231011452,0.109366139,1141.74,1.851
4.095699333,0.056754274,308.22,0.230656592,0.109407076,1148.46,1.85
4.09577893,0.056484699,307.2,0.23078864,0.109445102,1151.4,1.848
4.095486711,0.056818437,309.12,0.230585561,0.10950864,1155.3,1.847
4.095163455,0.056780575,309.12,0.230600891,0.109433019,1155.42,1.847
4.095579667,0.056486576,306.78,0.230290814,0.109281869,1146.48,1.846
4.095347727,0.056617332,307.92,0.230110234,0.109262633,1156.56,1.845
4.095439482,0.056810892,309.06,0.230166291,0.109352703,1158.9,1.845
4.095611364,0.056767966,308.52,0.230297215,0.109214568,1154.94,1.845
4.095403583,0.056911316,307.5,0.229838718,0.109195821,1144.8,1.845
4.095505863,0.056790631,307.56,0.230075501,0.109071692,1150.56,1.842
4.095351466,0.056679835,308.76,0.230046886,0.109185745,1162.02,1.84
4.095898697,0.056627398,308.28,0.230124399,0.10934825,1167.42,1.839
4.095497394,0.056637254,307.74,0.23020206,0.109275385,1169.52,1.837
4.095316505,0.056907891,309.6,0.230028608,0.109130944,1175.22,1.835
4.095502932,0.056413344,307.68,0.229940678,0.109340552,1184.28,1.834
4.094957468,0.056717831,308.94,0.230387715,0.109132493,1177.74,1.837
4.095173856,0.056738526,306.42,0.229906435,0.109366104,1155.48,1.838
4.095559016,0.056636421,306.42,0.229752083,0.109223552,1157.64,1.836
4.095381107,0.056938466,307.98,0.229757967,0.109173147,1165.74,1.835
4.095485246,0.056524802,305.94,0.230111265,0.109229404,1157.88,1.835
4.095249837,0.056877807,307.44,0.229537608,0.10899407,1166.46,1.832
4.094820915,0.056509334,307.08,0.230198897,0.109234646,1182.36,1.829
4.095503236,0.056803284,308.94,0.230212405,0.109246885,1190.58,1.827
4.095802251,0.057075509,312.3,0.230010906,0.109180106,1196.34,1.825
4.095323151,0.057010308,313.62,0.230217055,0.109409564,1206.48,1.823
4.095888065,0.056679458,311.22,0.230399503,0.109329285,1212.12,1.821
4.095584091,0.056380933,308.7,0.230084115,0.109360373,1220.16,1.819
4.095304839,0.056713853,310.26,0.229953654,0.109226499,1208.76,1.824
4.095539414,0.056844327,307.14,0.230027412,0.109080536,1176.24,1.825
4.09524658,0.056722156,307.44,0.230086236,0.109392635,1181.4,1.823
4.094980456,0.056711902,307.86,0.230030621,0.109135538,1195.86,1.82
4.095430195,0.056726831,308.58,0.230154774,0.109248032,1199.88,1.819
4.095381494,0.056822083,308.58,0.230240034,0.109393057,1193.04,1.821
4.095272313,0.056807507,307.14,0.229760411,0.109228134,1171.98,1.819
4.095323127,0.056758033,307.2,0.229842233,0.109227491,1195.8,1.814
4.095177994,0.056774356,310.08,0.229871721,0.109236073,1225.2,1.811
4.095650968,0.056892672,310.44,0.229900163,0.109024763,1231.86,1.809
4.095235275,0.056510544,309,0.23005861,0.109221111,1242.6,1.806
4.095272078,0.056598939,309.12,0.229839071,0.109104629,1254.06,1.803
4.095580128,0.057078016,315.72,0.230196,0.108964721,1254.84,1.807
4.095173941,0.056656394,307.5,0.229754839,0.109289044,1213.5,1.809
4.095540391,0.056954273,307.26,0.229594574,0.108992941,1203.18,1.807
4.095440264,0.056640173,306.3,0.229139734,0.108813309,1222.38,1.804
4.095319408,0.056806211,306.96,0.22918648,0.108713302,1230.3,1.802
4.095342623,0.057110071,309.36,0.229317884,0.109098459,1235.82,1.8
4.095092787,0.056857545,308.1,0.229561419,0.109024818,1243.62,1.798
4.095697727,0.056953898,308.28,0.22940356,0.108846518,1240.38,1.796
4.095450325,0.057052225,308.46,0.22931494,0.108931601,1249.44,1.794
4.095684039,0.05689681,307.92,0.229390419,0.109130061,1247.58,1.791
4.095234416,0.056904997,308.34,0.229303617,0.108966093,1251.48,1.789
4.095226471,0.056630701,306.24,0.228675359,0.108870515,1257.96,1.787
4.095889251,0.056924313,309.54,0.228728685,0.10875806,1266.9,1.786
4.095204902,0.056998386,308.1,0.229111422,0.108892751,1255.26,1.785
4.095424183,0.056818217,306.66,0.228704781,0.108856546,1261.92,1.781
4.095172549,0.056712553,307.8,0.22858811,0.108774283,1274.1,1.78
4.095262987,0.056987852,308.58,0.2289022,0.1088746,1279.8,1.777
4.095408143,0.056559939,308.1,0.228731153,0.108891341,1289.76,1.774
4.095280386,0.057152434,311.7,0.228987384,0.108853689,1298.46,1.773
4.094946104,0.056551764,308.04,0.229070093,0.108837077,1300.68,1.771
4.095399351,0.056643241,310.56,0.229046396,0.109003378,1308.72,1.769
4.095561688,0.056444323,308.46,0.228730916,0.109025106,1314.3,1.766
4.095315434,0.05712468,311.7,0.228672256,0.108950321,1317.12,1.764
4.095128803,0.056702595,309.6,0.228241065,0.10870154,1318.68,1.762
4.094923548,0.05685474,312.84,0.228680772,0.109034973,1326.48,1.76
4.095265909,0.057025125,312.9,0.228834259,0.109193063,1302.24,1.758
4.095487097,0.0571934,311.4,0.228060804,0.108794819,1325.46,1.756
4.095405484,0.056982402,312.3,0.228117941,0.108715872,1325.94,1.754
4.095441234,0.056646293,309.42,0.228442523,0.108746965,1330.26,1.752
4.094843689,0.056811636,310.32,0.228113263,0.108558262,1331.64,1.751
4.094755016,0.056887461,309.36,0.22789871,0.108538597,1323.24,1.75
4.095762092,0.056726166,306.48,0.227516894,0.108600191,1323.36,1.749
4.096022006,0.056880583,309.18,0.227498284,0.108448851,1346.64,1.741
4.09498539,0.056693289,310.68,0.227811169,0.108725623,1357.86,1.736
4.094626129,0.057094403,310.68,0.227832296,0.108552844,1356.6,1.733
4.095344013,0.057099179,310.44,0.227584474,0.108572439,1364.28,1.73
4.095348065,0.057215014,310.32,0.227463529,0.108589149,1363.68,1.728
4.095666019,0.057166931,308.88,0.22711658,0.108371769,1349.64,1.727
4.095291857,0.056884025,307.02,0.227287166,0.108549886,1354.38,1.723
4.09514,0.056793084,305.76,0.227205111,0.10841453,1355.04,1.722
4.095948693,0.057083691,306.24,0.226497024,0.108326249,1349.82,1.72
4.09525114,0.057170657,307.8,0.226755114,0.108443929,1367.04,1.715
4.094889577,0.057033377,307.2,0.227390124,0.108427411,1374.42,1.712
4.094851466,0.056988947,307.38,0.227025983,0.10851712,1380.12,1.709
4.094959477,0.05696143,306.9,0.226886938,0.108538382,1383.6,1.706
4.095292787,0.056722458,306.3,0.226722966,0.108436708,1396.2,1.703
4.09531039,0.057160035,308.22,0.226925451,0.108411115,1392.3,1.701
4.095246732,0.057038747,306.36,0.226602772,0.108318108,1377.6,1.699
4.095127869,0.056777158,305.04,0.226560507,0.108235833,1386.6,1.696
4.095103595,0.056997954,306.6,0.226691661,0.108494692,1384.5,1.693
4.095648026,0.056708058,304.74,0.226669175,0.108334951,1387.2,1.691
4.094992182,0.05723734,308.1,0.226383671,0.108338528,1389.6,1.688
4.095488562,0.057025901,307.56,0.226272431,0.108106065,1387.14,1.686
4.095477705,0.056969245,305.58,0.226907287,0.108301273,1393.44,1.684
4.095110492,0.056932377,305.64,0.226355916,0.108276442,1392.36,1.682
4.095200328,0.057017361,306.12,0.226455403,0.108216097,1392.42,1.679
4.095225329,0.056808624,304.38,0.226481785,0.108299483,1395.12,1.677
4.094920656,0.056951846,305.94,0.226392518,0.108094595,1397.04,1.674
4.095733115,0.056972204,305.52,0.226195,0.108018683,1406.34,1.673
4.095031579,0.056961901,305.64,0.226178365,0.108104327,1388.04,1.676
4.09537907,0.056965406,301.26,0.225888542,0.107945169,1350.66,1.675
4.095374834,0.057137629,302.28,0.225395947,0.107992565,1362.06,1.672
4.095088742,0.056977461,302.22,0.225743119,0.1078009,1373.22,1.67
4.095509868,0.0571297,304.5,0.225781608,0.107959369,1386.42,1.666
4.095529508,0.057139453,304.86,0.225854881,0.107984978,1388.76,1.664
4.095421711,0.056930135,304.32,0.226068953,0.107962918,1391.64,1.662
4.095598689,0.057100403,305.46,0.226467099,0.108139352,1396.26,1.659
4.095363487,0.056936867,304.5,0.226064342,0.108057345,1396.68,1.657
4.095725329,0.056847148,304.68,0.226134532,0.107887801,1395.12,1.654
4.094815789,0.056867935,304.98,0.225957061,0.107920681,1401.72,1.652
4.09510623,0.056915126,305.1,0.226414632,0.107982306,1407.12,1.649
4.095316393,0.057103104,305.52,0.226013003,0.107812496,1398.66,1.653
4.095290333,0.05698175,300.48,0.225618579,0.107872264,1358.04,1.653
4.095415947,0.05705666,301.02,0.225599632,0.107686905,1364.22,1.649
4.0953,0.057226432,303.12,0.226028749,0.107836878,1372.44,1.648
4.095345183,0.057032599,301.62,0.225447145,0.107592417,1372.8,1.646
4.095364784,0.057009082,301.5,0.226256851,0.107884399,1378.38,1.645
4.095474086,0.05707702,301.74,0.225089883,0.107540447,1371,1.64
4.095564356,0.056962244,303.42,0.225950469,0.107877777,1392.54,1.637
4.095311184,0.057025196,304.8,0.225865205,0.107684053,1396.2,1.635
4.095376974,0.057140881,305.28,0.225791494,0.107730408,1404.54,1.633
4.095008418,0.056992993,305.04,0.22629011,0.10780208,1405.86,1.63
4.095097643,0.056877796,305.22,0.226288167,0.107932325,1410.42,1.628
4.095183893,0.057024108,306.06,0.226109745,0.107839645,1416.06,1.628
4.095427027,0.05704994,304.02,0.225610141,0.107731662,1392.78,1.629
4.095503061,0.057099235,302.1,0.225698201,0.107692092,1373.76,1.628
4.095362373,0.057147753,303.06,0.225465082,0.107487317,1386.06,1.626
4.095185666,0.056922057,301.14,0.226441629,0.107964492,1377.9,1.623
4.095267007,0.057121734,301.92,0.226244896,0.107876113,1392.12,1.621
4.095263851,0.05705999,304.02,0.22562752,0.10756164,1401.72,1.619
4.095119661,0.057114792,302.82,0.225828456,0.107720295,1401.6,1.617
4.095439527,0.056977734,304.2,0.226083942,0.107549763,1410.42,1.614
4.095209091,0.056995367,304.92,0.226235153,0.107912971,1415.16,1.611
4.095329054,0.056842648,304.08,0.226293687,0.10789021,1420.38,1.609
4.095442953,0.057008382,305.94,0.226548879,0.10795247,1424.28,1.607
4.095417114,0.056901051,306.18,0.225693005,0.107573153,1443.36,1.604
4.094822742,0.056916357,307.08,0.225992006,0.10764986,1442.88,1.604
4.095106081,0.056938094,304.14,0.22542039,0.107523832,1425.18,1.605
4.095310508,0.057038441,303,0.225504469,0.107463278,1405.56,1.604
4.095392203,0.057022403,302.94,0.225603292,0.107342022,1408.8,1.602
4.095514576,0.057033197,303.12,0.22562146,0.10760437,1410.78,1.6
4.095392568,0.056872594,304.08,0.226208471,0.107405558,1432.38,1.597
